Equipment Description,Manufacturer,Model Number,Calibration ID,Accuracy,Last Calibrated,Calibration Due,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
System Date,System Time,Elapsed Time (sec),Software Elapsed Time (sec),Voltage (V),RMS Current (Amps),Power (Watts),Watt Hours (Wh),Voltage Total Harmonic Distortion,Frequency (Hz),Apparent Power (VA),Power Factor,Current Crest Factor,Voltage Crest Factor,Integration Time (sec),Intellifaucet Valve (%),Intellifaucet Temperature (F),Proportioning Valve (%),Draw Count,Program Status,TC Tree Average,TC Down,RTD IN,RTD Out,RTD Ambient,Totalized Flow (Gallons),Flow Rate (GPM),Pressure - Port 1,Pressure - Port 2,Pressure - Port 3,Pressure - Port 4,Mass Flow Rate(lb/min),Density(lb/US Gal),Flow Meter Inlet Temperature(°F),Draw Weight(lbs),Total Weight Inventory(lbs),Total Gallons Inventory(US Gallon),Drive Gain (%),Raw Tube Frequency (Hz),Hot Flow Rate-Calculated(US GPM),Hot Gallons-Calculated(US Gallon),Hot Flow Rate-Laurel(US GPM),Hot Gallons-Laurel(US Gallon),T1,T2,T3,T4,T5,T6,UPPER ELEMENT,LOWER ELEMENT,COMPRESSOR,FAN,DLB,Viasala-Temperature Probe 1 (°F),Viasala-Humidity Probe 1 (%),Viasala-Temperature Probe 2 (°F),Viasala-Humidity Probe 2 (%)
02/19/2025,13:16:05.487,3377.90,3377.48,241.530000,23.245000,5614.000000,5249.200000,0.000000,59.976000,5614.000000,1.000000,1.400215,1.400323,3376.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,116.644444,70.432693,116.310816,80.040001,68.680000,13.133000,0.000000,-99.900002,-43.500000,-41.299999,0.000000,0.000000,8.335873,68.991150,107.969995,107.969995,13.132905,6.137964,152.080811,0.000000,12.982000,0.000000,0.000000,123.500000,116.166664,115.599998,115.500000,114.900002,114.199997,0,1,0,0,0,68.723,48.027,68.376,48.441
02/19/2025,13:16:08.488,3380.90,3380.48,241.440000,23.237000,5610.000000,5253.900000,0.000000,59.978000,5610.000000,1.000000,1.400353,1.400596,3379.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,116.433333,70.430474,116.343470,80.059998,68.680000,13.133000,0.000000,-100.099998,-43.299999,-41.599998,0.000000,0.000000,8.336186,68.967682,107.969995,107.969995,13.132905,6.138211,152.080597,0.000000,12.982000,0.000000,0.000000,121.900002,116.133331,115.766665,115.500000,115.066666,114.233332,0,1,0,0,0,68.723,48.026,68.376,48.441
02/19/2025,13:16:11.488,3383.90,3383.48,241.520000,23.245000,5614.000000,5258.500000,0.000000,59.977000,5614.000000,1.000000,1.400645,1.400878,3382.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,116.638890,70.426628,116.371430,80.059998,68.680000,13.133000,0.000000,-100.500000,-43.000000,-42.200001,0.000000,0.000000,8.336241,68.972076,107.969995,107.969995,13.132905,6.138534,152.080276,0.000000,12.982000,0.000000,0.000000,122.366669,116.233332,115.966667,115.566666,115.333336,114.366669,0,1,0,0,0,68.724,48.025,68.376,48.442
02/19/2025,13:16:14.487,3386.90,3386.48,241.300000,23.224000,5604.000000,5263.200000,0.000000,59.975000,5604.000000,1.000000,1.401051,1.401409,3385.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,116.805556,70.422486,116.393879,80.089996,68.680000,13.133000,0.000000,-101.400002,-42.500000,-42.700001,0.000000,0.000000,8.336326,68.975540,107.969995,107.969995,13.132905,6.138660,152.079987,0.000000,12.982000,0.000000,0.000000,123.300001,116.133331,115.966667,115.566666,115.500000,114.366669,0,1,0,0,0,68.724,48.025,68.376,48.442
02/19/2025,13:16:17.488,3389.90,3389.48,241.400000,23.234000,5609.000000,5267.900000,0.000000,59.975000,5609.000000,1.000000,1.400878,1.401077,3388.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.044444,70.418640,116.404899,80.110001,68.680000,13.133000,0.000000,-102.400002,-41.900002,-43.200001,0.000000,0.000000,8.336155,69.004738,107.969995,107.969995,13.132905,6.138525,152.079788,0.000000,12.983000,0.000000,0.000000,124.433334,116.099998,116.099998,115.633331,115.599998,114.400002,0,1,0,0,0,68.724,48.024,68.376,48.442
02/19/2025,13:16:20.488,3392.90,3392.48,241.440000,23.237000,5610.000000,5272.500000,0.000000,59.972000,5610.000000,1.000000,1.400869,1.401093,3391.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.316666,70.415830,116.408573,80.116666,68.680000,13.133000,0.000000,-103.599998,-41.500000,-43.400002,0.001000,0.000000,8.336215,69.013412,107.969995,107.969995,13.132905,6.138954,152.079605,0.000000,12.983000,0.000000,0.000000,125.633331,116.166664,116.099998,115.866669,115.666664,114.466667,0,1,0,0,0,68.725,48.023,68.377,48.443
02/19/2025,13:16:23.491,3395.90,3395.48,241.550000,23.248000,5616.000000,5277.200000,0.000000,59.974000,5616.000000,1.000000,1.400852,1.401242,3394.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.472221,70.413463,116.412654,80.129997,68.680000,13.133000,0.000000,-104.199997,-41.400002,-43.400002,0.000000,0.000000,8.336514,68.986359,107.969995,107.969995,13.132905,6.139109,152.079330,0.000000,12.983000,0.000000,0.000000,126.500000,116.166664,116.133331,115.933334,115.633331,114.466667,0,1,0,0,0,68.725,48.023,68.377,48.443
02/19/2025,13:16:26.492,3398.90,3398.49,241.480000,23.241000,5612.000000,5281.900000,0.000000,59.973000,5612.000000,1.000000,1.400800,1.401110,3397.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.511111,70.411688,116.423674,80.139999,68.680000,13.133000,0.000000,-104.000000,-41.500000,-43.000000,0.000000,0.000000,8.336643,68.989937,107.969995,107.969995,13.132905,6.139406,152.079056,0.000000,12.983000,0.000000,0.000000,126.500000,116.300003,116.199997,115.966667,115.699997,114.400002,0,1,0,0,0,68.725,48.022,68.377,48.443
02/19/2025,13:16:29.492,3401.90,3401.49,241.420000,23.236000,5610.000000,5286.600000,0.000000,59.974000,5610.000000,1.000000,1.400671,1.400588,3400.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.294445,70.410504,116.440815,80.160004,68.680000,13.133000,0.000000,-103.300003,-42.000000,-42.400002,0.001000,0.000000,8.336353,69.040031,107.969995,107.969995,13.132905,6.139081,152.078735,0.000000,12.983000,0.000000,0.000000,125.299998,116.300003,116.300003,115.900002,115.599998,114.366669,0,1,0,0,0,68.726,48.021,68.377,48.443
02/19/2025,13:16:32.495,3404.90,3404.49,241.510000,23.244000,5614.000000,5291.300000,0.000000,59.970000,5614.000000,1.000000,1.401265,1.401722,3403.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.000001,70.409765,116.459795,80.173335,68.680613,13.133000,0.000000,-102.099998,-42.599998,-41.900002,0.000000,0.000000,8.336241,69.070061,107.969995,107.969995,13.132905,6.139504,152.078445,0.000000,12.983000,0.000000,0.000000,123.433334,116.300003,116.400002,115.900002,115.599998,114.366669,0,1,0,0,0,68.726,48.021,68.377,48.444
02/19/2025,13:16:35.495,3407.90,3407.49,241.530000,23.246000,5614.000000,5295.900000,0.000000,59.970000,5614.000000,1.000000,1.401230,1.401482,3406.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,116.977778,70.409765,116.486530,80.190000,68.682449,13.133000,0.000000,-101.199997,-43.299999,-41.299999,0.000000,0.000000,8.336373,69.071640,107.969995,107.969995,13.132905,6.140068,152.078110,0.000000,12.983000,0.000000,0.000000,122.933334,116.366669,116.533333,116.066666,115.599998,114.366669,0,1,0,0,0,68.726,48.020,68.377,48.444
02/19/2025,13:16:38.495,3410.90,3410.49,241.450000,23.238000,5611.000000,5300.600000,0.000000,59.970000,5611.000000,1.000000,1.401455,1.401574,3409.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.294444,70.410504,116.519387,80.199999,68.684286,13.133000,0.000000,-100.099998,-43.599998,-41.299999,0.000000,0.000000,8.336490,69.074158,107.969995,107.969995,13.132905,6.140043,152.077850,0.000000,12.983000,0.000000,0.000000,124.699997,116.500000,116.599998,116.033333,115.599998,114.333336,0,1,0,0,0,68.727,48.019,68.377,48.444
02/19/2025,13:16:41.495,3413.90,3413.49,241.410000,23.235000,5609.000000,5305.300000,0.000000,59.970000,5609.000000,1.000000,1.400990,1.401806,3412.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.538889,70.410652,116.552040,80.216667,68.682449,13.133000,0.000000,-99.900002,-43.500000,-41.500000,0.000000,0.000000,8.336690,69.064209,107.969995,107.969995,13.132905,6.140515,152.077499,0.000000,12.983000,0.000000,0.000000,125.966667,116.500000,116.599998,116.066666,115.766668,114.333336,0,1,0,0,0,68.727,48.019,68.377,48.445
02/19/2025,13:16:44.497,3416.90,3416.49,241.360000,23.230000,5607.000000,5310.000000,0.000000,59.969000,5607.000000,1.000000,1.401205,1.401434,3415.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.688889,70.410208,116.584898,80.223335,68.680613,13.133000,0.000000,-100.400002,-43.000000,-42.200001,0.000000,0.000000,8.336753,69.069489,107.969995,107.969995,13.132905,6.140705,152.077301,0.000000,12.983000,0.000000,0.000000,126.666664,116.666664,116.566666,116.099998,115.833336,114.300003,0,1,0,0,0,68.727,48.018,68.378,48.445
02/19/2025,13:16:47.498,3419.90,3419.49,241.380000,23.232000,5608.000000,5314.600000,0.000000,59.972000,5608.000000,1.000000,1.401515,1.401690,3418.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.611111,70.408433,116.617959,80.236669,68.680000,13.133000,0.000000,-101.699997,-42.400002,-42.799999,0.000000,0.000000,8.336827,69.076065,107.969995,107.969995,13.132905,6.141019,152.076981,0.000000,12.983000,0.000000,0.000000,126.433332,116.733332,116.400002,116.099998,115.800003,114.199997,0,1,0,0,0,68.728,48.018,68.378,48.445
02/19/2025,13:16:50.499,3422.90,3422.49,241.580000,23.251000,5617.000000,5319.300000,0.000000,59.975000,5617.000000,1.000000,1.402004,1.401813,3421.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.505556,70.406658,116.642450,80.250000,68.680000,13.133000,0.000000,-102.800003,-41.799999,-43.400002,0.000000,0.000000,8.336720,69.103355,107.969995,107.969995,13.132905,6.140943,152.076675,0.000000,12.983000,0.000000,0.000000,125.733332,116.833336,116.333336,116.166664,115.800003,114.166664,0,1,0,0,0,68.728,48.017,68.378,48.445
02/19/2025,13:16:53.499,3425.90,3425.49,241.440000,23.238000,5611.000000,5324.000000,0.000000,59.974000,5611.000000,1.000000,1.401799,1.402129,3424.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.433333,70.404883,116.658777,80.263331,68.680000,13.133000,0.000000,-103.699997,-41.400002,-43.500000,0.000000,0.000000,8.336649,69.126465,107.969995,107.969995,13.132905,6.141294,152.076477,0.000000,12.983000,0.000000,0.000000,125.199999,116.900002,116.400002,116.199997,115.766668,114.133331,0,1,0,0,0,68.728,48.016,68.378,48.446
02/19/2025,13:16:56.501,3428.90,3428.49,241.510000,23.244000,5614.000000,5328.700000,0.000000,59.977000,5614.000000,1.000000,1.401437,1.401226,3427.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.144444,70.403108,116.668981,80.269997,68.681225,13.133000,0.000000,-104.099998,-41.400002,-43.400002,0.000000,0.000000,8.336463,69.161293,107.969995,107.969995,13.132905,6.141464,152.076279,0.000000,12.983000,0.000000,0.000000,123.466667,116.800003,116.500000,116.199997,115.699997,114.199997,0,1,0,0,0,68.729,48.016,68.378,48.446
02/19/2025,13:16:59.502,3431.90,3431.49,241.430000,23.236000,5610.000000,5333.300000,0.000000,59.976000,5610.000000,1.000000,1.401016,1.401400,3430.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.111111,70.400741,116.674287,80.283333,68.683061,13.133000,0.000000,-104.199997,-41.400002,-43.000000,0.000000,0.000000,8.336823,69.128677,107.969995,107.969995,13.132905,6.141707,152.076004,0.000000,12.983000,0.000000,0.000000,123.033333,116.866669,116.566666,116.166664,115.766668,114.266668,0,1,0,0,0,68.729,48.015,68.378,48.446
02/19/2025,13:17:02.501,3434.90,3434.49,241.420000,23.236000,5610.000000,5338.000000,0.000000,59.977000,5610.000000,1.000000,1.400671,1.401085,3433.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.283334,70.398078,116.677552,80.290001,68.684898,13.133000,0.000000,-103.599998,-41.900002,-42.500000,0.000000,0.000000,8.336714,69.152336,107.969995,107.969995,13.132905,6.141926,152.075775,0.000000,12.983000,0.000000,0.000000,123.766668,117.000000,116.599998,116.199997,115.800003,114.333336,0,1,0,0,0,68.729,48.015,68.378,48.446
02/19/2025,13:17:05.502,3437.90,3437.49,241.430000,23.237000,5610.000000,5342.700000,0.000000,59.977000,5610.000000,1.000000,1.400267,1.400654,3436.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.244445,70.394972,116.683877,80.320000,68.684898,13.133000,0.000000,-102.599998,-42.400002,-42.099998,0.001000,0.000000,8.336226,69.230438,107.969995,107.969995,13.132905,6.142303,152.075363,0.000000,12.983000,0.000000,0.000000,123.500000,116.966667,116.599998,116.166664,115.833336,114.400002,0,1,0,0,0,68.730,48.014,68.379,48.447
02/19/2025,13:17:08.503,3440.90,3440.50,241.480000,23.241000,5612.000000,5347.400000,0.000000,59.981000,5612.000000,1.000000,1.400972,1.401110,3439.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.355556,70.392161,116.697551,80.329999,68.684898,13.133000,0.000000,-101.699997,-42.900002,-41.599998,0.000000,0.000000,8.336388,69.223145,107.969995,107.969995,13.132905,6.142321,152.075241,0.000000,12.983000,0.000000,0.000000,124.366669,116.733332,116.500000,116.166664,115.966667,114.400002,0,1,0,0,0,68.730,48.014,68.379,48.447
02/19/2025,13:17:11.505,3443.90,3443.50,241.440000,23.237000,5610.000000,5352.000000,0.000000,59.978000,5610.000000,1.000000,1.401041,1.401632,3442.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.516666,70.389795,116.716327,80.349998,68.684898,13.133000,0.000000,-101.099998,-43.400002,-41.299999,0.000000,0.000000,8.336418,69.236641,107.969995,107.969995,13.132905,6.142865,152.074875,0.000000,12.983000,0.000000,0.000000,125.233335,116.699997,116.466667,116.166664,116.000000,114.533333,0,1,0,0,0,68.730,48.013,68.379,48.447
02/19/2025,13:17:14.504,3446.90,3446.50,241.400000,23.234000,5609.000000,5356.700000,0.000000,59.979000,5609.000000,1.000000,1.401050,1.401326,3445.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.300000,70.387576,116.741430,80.356667,68.684286,13.133000,0.000000,-100.300003,-43.599998,-41.299999,0.000000,0.000000,8.336617,69.232491,107.969995,107.969995,13.132905,6.143034,152.074631,0.000000,12.983000,0.000000,0.000000,123.500000,116.866669,116.433334,116.233332,116.066666,114.699997,0,1,0,0,0,68.731,48.012,68.379,48.448
02/19/2025,13:17:17.506,3449.90,3449.50,241.360000,23.230000,5607.000000,5361.400000,0.000000,59.980000,5607.000000,1.000000,1.401119,1.401061,3448.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.166667,70.384765,116.778368,80.370003,68.684286,13.133000,0.000000,-100.000000,-43.599998,-41.400002,0.000000,0.000000,8.336698,69.237595,107.969995,107.969995,13.132905,6.142949,152.074188,0.000000,12.983000,0.000000,0.000000,122.100001,117.099998,116.500000,116.400002,116.099998,114.800003,0,1,0,0,0,68.731,48.012,68.379,48.448
02/19/2025,13:17:20.507,3452.90,3452.50,241.440000,23.238000,5611.000000,5366.100000,0.000000,59.982000,5611.000000,1.000000,1.401067,1.401093,3451.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.144444,70.381215,116.824694,80.389999,68.684286,13.133000,0.000000,-99.900002,-43.400002,-41.599998,0.000000,0.000000,8.337079,69.212364,107.969995,107.969995,13.132905,6.143680,152.073929,0.000000,12.983000,0.000000,0.000000,121.399999,117.233332,116.666664,116.500000,116.066666,115.000000,0,1,0,0,0,68.731,48.011,68.379,48.448
02/19/2025,13:17:23.506,3455.90,3455.50,241.410000,23.235000,5609.000000,5370.700000,0.000000,59.980000,5609.000000,1.000000,1.401162,1.401268,3454.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.083332,70.376925,116.870001,80.409999,68.686123,13.133000,0.000000,-100.300003,-43.099998,-42.000000,0.000000,0.000000,8.337143,69.216469,107.969995,107.969995,13.132905,6.143703,152.073654,0.000000,12.983000,0.000000,0.000000,120.900002,117.066666,116.699997,116.666664,116.099998,115.066666,0,1,0,0,0,68.732,48.011,68.379,48.448
02/19/2025,13:17:26.507,3458.90,3458.50,241.510000,23.245000,5614.000000,5375.400000,0.000000,59.983000,5614.000000,1.000000,1.400731,1.401350,3457.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.177778,70.373079,116.902451,80.419998,68.691020,13.133000,0.000000,-100.900002,-42.799999,-42.400002,0.000000,0.000000,8.336908,69.261078,107.969995,107.969995,13.132905,6.144267,152.073364,0.000000,12.983000,0.000000,0.000000,121.199999,116.966667,116.766668,116.866669,116.133331,115.133331,0,1,0,0,0,68.732,48.010,68.380,48.449
02/19/2025,13:17:29.507,3461.90,3461.50,241.490000,23.242000,5613.000000,5380.100000,0.000000,59.985000,5613.000000,1.000000,1.400998,1.401590,3460.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.444444,70.369233,116.913063,80.426666,68.694694,13.133000,0.000000,-101.699997,-42.400002,-42.799999,0.000000,0.000000,8.337123,69.244141,107.969995,107.969995,13.132905,6.143922,152.073135,0.000000,12.983000,0.000000,0.000000,122.566666,117.000000,116.800003,116.933334,116.233332,115.133331,0,1,0,0,0,68.732,48.010,68.380,48.449
02/19/2025,13:17:32.507,3464.90,3464.50,241.380000,23.232000,5608.000000,5384.800000,0.000000,59.984000,5608.000000,1.000000,1.400482,1.400696,3463.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.688889,70.365978,116.901838,80.440002,68.693469,13.133000,0.000000,-102.199997,-42.000000,-43.099998,0.000000,0.000000,8.337598,69.199966,107.969995,107.969995,13.132905,6.144543,152.072891,0.000000,12.983000,0.000000,0.000000,123.899999,117.000000,116.800003,116.966667,116.300003,115.166664,0,1,0,0,0,68.733,48.009,68.380,48.449
02/19/2025,13:17:35.509,3467.90,3467.50,241.400000,23.233000,5608.000000,5389.400000,0.000000,59.988000,5608.000000,1.000000,1.401110,1.401326,3466.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.300001,70.363316,116.892245,80.446668,68.692245,13.133000,0.000000,-102.800003,-41.700001,-43.400002,0.000000,0.000000,8.337304,69.248390,107.969995,107.969995,13.132905,6.144322,152.072617,0.000000,12.983000,0.000000,0.000000,121.533335,117.000000,116.800003,116.933334,116.400002,115.133331,0,1,0,0,0,68.733,48.008,68.380,48.449
02/19/2025,13:17:38.508,3470.90,3470.50,241.390000,23.233000,5608.000000,5394.100000,0.000000,59.990000,5608.000000,1.000000,1.400766,1.401384,3469.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.077778,70.360061,116.895307,80.459999,68.689796,13.133000,0.000000,-103.500000,-41.500000,-43.500000,0.000000,0.000000,8.337112,69.286118,107.969995,107.969995,13.132905,6.144176,152.072433,0.000000,12.983000,0.000000,0.000000,120.266668,117.000000,116.766668,116.833336,116.500000,115.099998,0,1,0,0,0,68.733,48.008,68.380,48.449
02/19/2025,13:17:41.508,3473.90,3473.50,241.530000,23.246000,5614.000000,5398.800000,0.000000,59.990000,5614.000000,1.000000,1.400800,1.401234,3472.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.216666,70.357251,116.908573,80.480003,68.687347,13.133000,0.000000,-103.900002,-41.400002,-43.500000,0.000000,0.000000,8.337253,69.282845,107.969995,107.969995,13.132905,6.144670,152.072067,0.000000,12.983000,0.000000,0.000000,120.533333,117.166667,116.933334,116.866669,116.666664,115.133331,0,1,0,0,0,68.733,48.008,68.380,48.450
02/19/2025,13:17:44.509,3476.90,3476.50,241.390000,23.233000,5608.000000,5403.500000,0.000000,59.988000,5608.000000,1.000000,1.401197,1.401508,3475.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.350000,70.354292,116.926940,80.486669,68.686735,13.133000,0.000000,-104.099998,-41.400002,-43.400002,0.000000,0.000000,8.337298,69.291122,107.969995,107.969995,13.132905,6.144937,152.071838,0.000000,12.983000,0.000000,0.000000,120.933334,117.366669,117.000000,116.966667,116.666664,115.166664,0,1,0,0,0,68.734,48.007,68.380,48.450
02/19/2025,13:17:47.509,3479.90,3479.50,241.400000,23.234000,5609.000000,5408.100000,0.000000,59.990000,5609.000000,1.000000,1.401308,1.401574,3478.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.327777,70.352517,116.950816,80.510000,68.687959,13.133000,0.000000,-104.099998,-41.400002,-43.299999,0.000000,0.000000,8.336892,69.360847,107.969995,107.969995,13.132905,6.145095,152.071503,0.000000,12.983000,0.000000,0.000000,120.366669,117.766668,117.033333,117.033333,116.566666,115.199997,0,1,0,0,0,68.734,48.007,68.380,48.450
02/19/2025,13:17:50.509,3482.90,3482.50,241.400000,23.234000,5609.000000,5412.800000,0.000000,59.987000,5609.000000,1.000000,1.401438,1.401740,3481.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.188889,70.351038,116.975101,80.529999,68.692245,13.133000,0.000000,-104.199997,-41.400002,-43.099998,0.000000,0.000000,8.337020,69.357361,107.969995,107.969995,13.132905,6.145634,152.071152,0.000000,12.983000,0.000000,0.000000,119.133334,117.900002,117.133331,117.033333,116.766668,115.166664,0,1,0,0,0,68.734,48.006,68.380,48.450
02/19/2025,13:17:53.510,3485.90,3485.50,241.450000,23.239000,5611.000000,5417.500000,0.000000,59.985000,5611.000000,1.000000,1.401394,1.401822,3484.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.155555,70.350298,116.991632,80.529999,68.697755,13.133000,0.000000,-104.000000,-41.599998,-42.900002,0.000000,0.000000,8.337307,69.339226,107.969995,107.969995,13.132905,6.145861,152.070953,0.000000,12.983000,0.000000,0.000000,118.733332,117.966667,117.233332,117.000000,116.800003,115.199997,0,1,0,0,0,68.735,48.005,68.381,48.451
02/19/2025,13:17:56.511,3488.90,3488.50,241.340000,23.228000,5606.000000,5422.200000,0.000000,59.986000,5606.000000,1.000000,1.401412,1.401923,3487.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.150000,70.348819,117.002245,80.559998,68.702040,13.133000,0.000000,-103.599998,-41.900002,-42.599998,0.000000,0.000000,8.337573,69.320793,107.969995,107.969995,13.132905,6.146095,152.070572,0.000000,12.983000,0.000000,0.000000,118.500000,117.900002,117.433334,117.033333,116.833336,115.199997,0,1,0,0,0,68.735,48.005,68.381,48.451
02/19/2025,13:17:59.511,3491.90,3491.50,241.530000,23.246000,5615.000000,5426.800000,0.000000,59.989000,5615.000000,1.000000,1.401144,1.401358,3490.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.188889,70.346304,117.012449,80.566666,68.704489,13.133000,0.000000,-103.099998,-42.200001,-42.299999,0.000000,0.000000,8.337657,69.325638,107.969995,107.969995,13.132905,6.145966,152.070374,0.000000,12.983000,0.000000,0.000000,118.333336,117.900002,117.599998,117.199997,116.900002,115.199997,0,1,0,0,0,68.735,48.004,68.381,48.451
02/19/2025,13:18:02.510,3494.90,3494.50,241.300000,23.224000,5604.000000,5431.500000,0.000000,59.991000,5604.000000,1.000000,1.400792,1.400870,3493.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.177779,70.342606,117.024286,80.573334,68.705714,13.133000,0.000000,-102.900002,-42.400002,-42.099998,0.000000,0.000000,8.337863,69.313896,107.969995,107.969995,13.132905,6.146614,152.070053,0.000000,12.983000,0.000000,0.000000,118.300003,117.833336,117.533333,117.300003,116.900002,115.199997,0,1,0,0,0,68.735,48.004,68.381,48.451
02/19/2025,13:18:05.511,3497.90,3497.50,241.530000,23.246000,5614.000000,5436.200000,0.000000,59.991000,5614.000000,1.000000,1.400671,1.401358,3496.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.200001,70.339352,117.035510,80.599998,68.704489,13.133000,0.000000,-102.400002,-42.599998,-41.900002,0.000000,0.000000,8.337598,69.361542,107.969995,107.969995,13.132905,6.146389,152.069763,0.000000,12.984000,0.000000,0.000000,118.366669,117.766668,117.466667,117.433334,116.900002,115.266668,0,1,0,0,0,68.736,48.003,68.381,48.452
02/19/2025,13:18:08.513,3500.90,3500.51,241.370000,23.231000,5607.000000,5440.900000,0.000000,59.990000,5607.000000,1.000000,1.400715,1.400754,3499.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.250001,70.336097,117.048165,80.599998,68.700816,13.133000,0.000000,-101.800003,-42.799999,-41.700001,0.000000,0.000000,8.337702,69.367798,107.969995,107.969995,13.132905,6.147122,152.069550,0.000000,12.984000,0.000000,0.000000,118.400002,117.800003,117.433334,117.599998,116.966667,115.300003,0,1,0,0,0,68.736,48.003,68.381,48.452
02/19/2025,13:18:11.513,3503.90,3503.51,241.460000,23.239000,5611.000000,5445.500000,0.000000,59.989000,5611.000000,1.000000,1.400835,1.400977,3502.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.288889,70.332991,117.065104,80.606667,68.695306,13.133000,0.000000,-101.400002,-43.099998,-41.500000,0.000000,0.000000,8.337773,69.373329,107.969995,107.969995,13.132905,6.146776,152.069214,0.000000,12.984000,0.000000,0.000000,118.300001,117.866669,117.633331,117.566666,116.966667,115.400002,0,1,0,0,0,68.736,48.002,68.381,48.452
02/19/2025,13:18:14.512,3506.90,3506.51,241.440000,23.238000,5611.000000,5450.200000,0.000000,59.992000,5611.000000,1.000000,1.401239,1.401342,3505.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.622222,70.330032,117.086328,80.630002,68.692857,13.133000,0.000000,-101.300003,-43.299999,-41.299999,0.000000,0.000000,8.337807,69.384171,107.969995,107.969995,13.132905,6.147408,152.068863,0.000000,12.984000,0.000000,0.000000,119.966667,117.966667,117.699997,117.599998,116.966667,115.533333,0,1,0,0,0,68.737,48.001,68.381,48.452
02/19/2025,13:18:17.512,3509.90,3509.51,241.460000,23.239000,5611.000000,5454.900000,0.000000,59.993000,5611.000000,1.000000,1.401093,1.401102,3508.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,117.972221,70.325890,117.110205,80.640002,68.694081,13.133000,0.000000,-100.900002,-43.500000,-41.299999,0.001000,0.000000,8.338019,69.373177,107.969995,107.969995,13.132905,6.147610,152.068619,0.000000,12.984000,0.000000,0.000000,121.899999,117.966667,117.699997,117.599998,117.000000,115.666664,0,1,0,0,0,68.737,48.001,68.382,48.452
02/19/2025,13:18:20.513,3512.90,3512.51,241.590000,23.251000,5617.000000,5459.600000,0.000000,59.994000,5617.000000,1.000000,1.401015,1.401631,3511.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,118.033333,70.321896,117.133878,80.650002,68.697755,13.133000,0.000000,-100.500000,-43.500000,-41.299999,0.000000,0.000000,8.337941,69.401939,107.969995,107.969995,13.132905,6.147938,152.068298,0.000000,12.984000,0.000000,0.000000,122.099998,117.933334,117.733332,117.599998,117.033333,115.800003,0,1,0,0,0,68.737,48.000,68.382,48.453
