Version: ,2.15.1031.19, , , , , 
Water Heater Test Report, ,,,,,
Test Procedure,DOE UEF 1st Hour (Storage),,,,,
, ,,,,,
File Name:,UEFFHRgasST-3-GE3-1102.csv,,,,,
Test Start Date & Time:,7/10/2020 11:00:40,,,,,
Test Name:,UEFFHRgasST-3-GE3-1102,,,,,
Operator:,Ashley Cocita,,,,,
Station and Location: ,Cleveland - 3,,,,,
Manufacturer:,GE,,,,,
Model Number:,40T-12BXR01,,,,,
Serial Number:,PROTO,,,,,
UEF Water Heater Type:, ,,,,,
Heating Method:,Nat/LP gas,,,,,
Water Heater Description:,40136 BTU/15 min,,,,,
Vst:,38.35,,,,,
Predraws Selected: ,0,,,,,
 , ,,,,,
Thermocouple Tree: ,Hulk Hogan,,,,,
 ,Probe 1,Probe 2,Probe 3,Probe 4,Probe 5,Probe 6
Probe Heights: ,0.00,0.00,0.00,0.00,0.00,0.00
Date,Time,Elapsed Time,Message,Burner/Lower Element,Upper Element,Total Uncorr. Gas Cons.,Total Corr. Gas Cons,Gas Rate (BTU/hr),Q Gas,Q Elec,Q Total,Total Water Cons. @Outlet,Water Flow Rate @Outlet,Water Flow Rate @Inlet,Total Water Cons. @Inlet,Mean Tank Temp,Max Mean Tank Temp,Voltage,Current,Watts,Watt-Hours,Inlet Temp,Outlet Temp,Ambient Temp,Probe 1,Probe 2,Probe 3,Probe 4,Probe 5,Probe 6,Gas Temp,Barometer,Gas Meter Pressure,Manifold Pressure,High Flow Water Reg.,Humidity,Oil Heating Value,Water Scale Factor,Gas Scale Factor,Gas CF,Delta,Water Press.,Inlet,Outlet,Oil Scale Factor,Bypass Valve,Oil Heating Value,HV Type Selected,Tohx,Comb. Air Temp,Mean Tank Temp (60s Avg)
7/10/2020,11:04:15,215.2,Draw,ON,OFF,6.652,6.507,0.000,7065.329,-11.371,7053.958,47.111,3.039,2.996,46.586,115.898,130.866,0.096,0.000,-0.000,-3.333,57.719,133.642,66.619,132.966,131.897,130.376,119.300,92.087,88.763,67.006,29.038,9.444,3.956,0.008,0.000,1086.293,5000.000,250.000,0.978,75.923,73.077,-99620.335,-99656.226,500000.000,OFF,1067.400,Oil,-99656.226,-99656.226,117.546
7/10/2020,11:04:20,220.2,Draw,ON,OFF,6.716,6.569,0.000,7133.315,-11.371,7121.944,47.364,3.035,2.992,46.836,115.588,130.866,0.096,0.000,-0.000,-3.333,57.717,133.575,66.618,132.856,131.869,129.977,117.835,92.049,88.942,67.004,29.038,9.443,3.959,0.008,0.000,1086.293,5000.000,250.000,0.978,75.858,73.082,-99623.670,-99659.442,500000.000,OFF,1067.400,Oil,-99659.442,-99659.442,117.275
7/10/2020,11:04:25,225.2,Draw,ON,OFF,6.760,6.612,0.000,7180.056,-11.371,7168.685,47.617,3.039,2.996,47.086,114.985,130.866,0.096,0.000,-0.000,-3.333,57.719,133.429,66.620,132.797,131.795,129.648,115.613,91.627,88.429,67.004,29.038,9.444,3.957,0.008,0.000,1086.293,5000.000,250.000,0.978,75.710,73.076,-99623.842,-99659.651,500000.000,OFF,1067.400,Oil,-99659.651,-99659.651,116.975
7/10/2020,11:04:30,230.2,Draw,ON,OFF,6.824,6.675,41657.348,7248.043,-11.371,7236.672,47.871,3.039,2.996,47.335,114.820,130.866,0.096,0.000,-0.000,-3.333,57.724,133.394,66.619,132.752,131.750,129.495,114.909,91.092,88.926,67.005,29.038,9.443,3.951,0.008,0.000,1086.293,5000.000,250.000,0.978,75.670,73.066,-99622.452,-99658.355,500000.000,OFF,1067.400,Oil,-99658.355,-99658.355,116.661
7/10/2020,11:04:35,235.2,Draw,ON,OFF,6.868,6.718,41349.845,7294.784,-11.371,7283.413,48.124,3.039,2.996,47.585,114.384,130.866,0.096,0.000,-0.000,-3.333,57.731,133.306,66.621,132.699,131.703,130.249,112.879,90.661,88.114,67.004,29.038,9.444,3.940,0.008,0.000,1086.293,5000.000,250.000,0.978,75.575,73.068,-99625.590,-99661.387,500000.000,OFF,1067.400,Oil,-99661.387,-99661.387,116.347
7/10/2020,11:04:40,240.2,Draw,ON,OFF,6.928,6.777,41590.781,7358.522,-11.371,7347.151,48.377,3.039,2.996,47.834,113.882,130.866,0.096,0.000,-0.000,-3.333,57.721,133.273,66.621,132.578,131.545,129.787,112.109,90.100,87.171,67.002,29.038,9.444,3.951,0.008,0.000,1086.293,5000.000,250.000,0.978,75.553,73.063,-99625.014,-99660.786,500000.000,OFF,1067.400,Oil,-99660.786,-99660.786,116.017
7/10/2020,11:04:45,245.2,Draw,ON,OFF,6.976,6.823,41371.310,7409.512,-11.371,7398.141,48.630,3.038,2.996,48.084,113.677,130.866,0.096,0.000,-0.000,-3.333,57.735,133.186,66.626,132.449,131.494,129.106,111.878,90.037,87.100,67.003,29.038,9.443,3.949,0.008,0.000,1086.293,5000.000,250.000,0.978,75.450,73.057,-99623.065,-99658.939,500000.000,OFF,1067.400,Oil,-99658.939,-99658.939,115.676
7/10/2020,11:04:50,250.2,Draw,ON,OFF,7.036,6.882,41613.180,7473.250,-11.371,7461.879,48.883,3.038,2.996,48.333,113.193,130.866,0.096,0.000,-0.000,-3.333,57.727,133.136,66.629,132.376,131.437,128.735,110.235,89.756,86.617,67.004,29.038,9.444,3.964,0.008,0.000,1086.293,5000.000,250.000,0.978,75.408,73.040,-99621.372,-99657.244,500000.000,OFF,1067.400,Oil,-99657.244,-99657.244,115.338
7/10/2020,11:04:55,255.2,Draw,ON,OFF,7.084,6.929,41371.396,7524.240,-11.371,7512.869,49.136,3.035,2.992,48.583,112.565,130.866,0.096,0.000,-0.000,-3.333,57.703,133.103,66.633,132.335,131.450,128.462,108.319,89.210,85.614,67.003,29.038,9.442,3.955,0.008,0.000,1086.293,5000.000,250.000,0.978,75.400,73.050,-99623.195,-99659.094,500000.000,OFF,1067.400,Oil,-99659.094,-99659.094,114.978
7/10/2020,11:05:00,260.2,Draw,ON,OFF,7.144,6.988,41635.173,7587.978,-11.371,7576.607,49.389,3.034,2.992,48.832,112.425,130.866,0.096,0.000,-0.000,-3.333,57.723,133.030,66.635,132.277,131.214,128.291,107.399,88.395,86.975,67.001,29.038,9.444,3.955,0.008,0.000,1086.293,5000.000,250.000,0.978,75.306,73.043,-99622.157,-99658.039,500000.000,OFF,1067.400,Oil,-99658.039,-99658.039,114.631
7/10/2020,11:05:05,265.2,Draw,ON,OFF,7.188,7.031,41262.490,7634.719,-11.371,7623.348,49.642,3.035,2.993,49.082,111.872,130.866,0.096,0.000,-0.000,-3.333,57.733,132.884,66.638,132.268,131.135,127.945,105.815,87.913,86.157,67.001,29.038,9.443,3.954,0.008,0.000,1086.293,5000.000,250.000,0.978,75.151,73.047,-99624.910,-99660.823,500000.000,OFF,1067.400,Oil,-99660.823,-99660.823,114.294
7/10/2020,11:05:10,270.2,Draw,ON,OFF,7.252,7.093,41657.636,7702.706,-11.371,7691.335,49.895,3.038,2.996,49.331,111.586,130.866,0.096,0.000,-0.000,-3.333,57.721,132.752,66.641,132.176,131.091,127.683,104.649,87.906,86.013,67.003,29.038,9.443,3.965,0.008,0.000,1086.293,5000.000,250.000,0.978,75.031,73.034,-99620.803,-99656.667,500000.000,OFF,1067.400,Oil,-99656.667,-99656.667,113.940
7/10/2020,11:05:15,275.2,Draw,ON,OFF,7.300,7.140,41349.954,7753.696,-11.371,7742.325,50.148,3.038,2.996,49.581,111.005,130.866,0.096,0.000,-0.000,-3.333,57.717,132.701,66.641,132.111,131.072,127.382,103.472,87.777,84.215,67.003,29.038,9.444,3.955,0.008,0.000,1086.293,5000.000,250.000,0.978,74.984,73.046,-99624.579,-99660.443,500000.000,OFF,1067.400,Oil,-99660.443,-99660.443,113.547
7/10/2020,11:05:20,280.2,Draw,ON,OFF,7.360,7.199,41679.683,7817.434,-11.371,7806.063,50.402,3.038,2.996,49.831,110.670,130.866,0.096,0.000,-0.000,-3.333,57.709,132.579,66.640,132.039,131.043,126.722,102.097,87.655,84.464,67.000,29.038,9.443,3.962,0.008,0.000,1086.293,5000.000,250.000,0.978,74.870,73.033,-99623.535,-99659.385,500000.000,OFF,1067.400,Oil,-99659.385,-99659.385,113.136
7/10/2020,11:05:25,285.2,Draw,ON,OFF,7.404,7.242,41241.166,7864.175,-11.371,7852.804,50.655,3.038,2.996,50.080,110.216,130.866,0.096,0.000,-0.000,-3.333,57.706,132.468,66.644,131.957,130.948,126.209,101.213,87.313,83.658,67.001,29.038,9.444,3.966,0.008,0.000,1086.293,5000.000,250.000,0.978,74.762,73.020,-99622.505,-99658.338,500000.000,OFF,1067.400,Oil,-99658.338,-99658.338,112.733
7/10/2020,11:05:30,290.2,Draw,ON,OFF,7.464,7.301,41613.766,7927.913,-11.371,7916.542,50.908,3.038,2.996,50.330,109.789,130.866,0.096,0.000,-0.000,-3.333,57.712,132.384,66.647,131.851,130.773,125.983,99.924,86.796,83.407,67.000,29.038,9.443,3.965,0.008,0.000,1086.293,5000.000,250.000,0.978,74.672,73.018,-99623.738,-99659.697,500000.000,OFF,1067.400,Oil,-99659.697,-99659.697,112.329
7/10/2020,11:05:35,295.2,Draw,ON,OFF,7.508,7.344,41197.419,7974.655,-11.371,7963.284,51.161,3.034,2.992,50.579,109.552,130.866,0.096,0.000,-0.000,-3.333,57.719,132.342,66.646,131.761,130.715,125.822,99.259,86.478,83.277,67.004,29.038,9.444,3.955,0.008,0.000,1086.293,5000.000,250.000,0.978,74.623,73.024,-99625.609,-99661.579,500000.000,OFF,1067.400,Oil,-99661.579,-99661.579,111.913
7/10/2020,11:05:40,300.2,Draw,ON,OFF,7.568,7.402,41481.364,8038.392,-11.371,8027.022,51.414,3.038,2.996,50.829,109.298,130.866,0.096,0.000,-0.000,-3.333,57.720,132.337,66.645,131.679,130.674,125.511,98.391,86.323,83.208,67.003,29.038,9.443,3.959,0.008,0.000,1086.293,5000.000,250.000,0.978,74.617,73.000,-99622.298,-99658.162,500000.000,OFF,1067.400,Oil,-99658.162,-99658.162,111.522
7/10/2020,11:05:45,305.2,Draw,ON,OFF,7.616,7.449,41219.393,8089.383,-11.371,8078.012,51.667,3.034,2.992,51.078,109.012,130.866,0.096,0.000,-0.000,-3.333,57.724,132.277,66.647,131.581,130.528,125.171,97.089,86.204,83.498,67.002,29.038,9.444,3.968,0.008,0.000,1086.293,5000.000,250.000,0.978,74.553,72.986,-99622.278,-99658.177,500000.000,OFF,1067.400,Oil,-99658.177,-99658.177,111.139
7/10/2020,11:05:50,310.2,Draw,ON,OFF,7.672,7.504,41350.021,8148.872,-11.371,8137.501,51.920,3.038,2.996,51.328,108.811,130.866,0.096,0.000,-0.000,-3.333,57.716,132.216,66.647,131.423,130.518,124.732,97.098,85.950,83.144,67.001,29.038,9.444,3.947,0.008,0.000,1086.293,5000.000,250.000,0.978,74.500,72.979,-99625.094,-99661.016,500000.000,OFF,1067.400,Oil,-99661.016,-99661.016,110.754
7/10/2020,11:05:55,315.2,Draw,ON,OFF,7.724,7.555,41219.468,8204.111,-11.371,8192.740,52.173,3.034,2.992,51.577,108.479,130.866,0.096,0.000,-0.000,-3.333,57.720,132.126,66.648,131.330,130.401,124.420,96.676,85.659,82.389,67.001,29.038,9.444,3.968,0.008,0.000,1086.293,5000.000,250.000,0.978,74.406,73.005,-99622.087,-99658.016,500000.000,OFF,1067.400,Oil,-99658.016,-99658.016,110.402
7/10/2020,11:06:00,320.2,Draw,ON,OFF,7.780,7.610,41350.309,8263.600,-11.371,8252.229,52.426,3.038,2.996,51.827,108.151,130.866,0.096,0.000,-0.000,-3.333,57.707,132.078,66.645,131.197,130.349,124.147,95.196,85.221,82.797,67.001,29.038,9.444,3.961,0.008,0.000,1086.293,5000.000,250.000,0.978,74.371,73.009,-99622.951,-99658.836,500000.000,OFF,1067.400,Oil,-99658.836,-99658.836,110.056
7/10/2020,11:06:05,325.2,Draw,ON,OFF,7.832,7.661,41212.029,8318.829,-11.371,8307.458,52.679,3.033,2.992,52.076,107.885,130.866,0.096,0.000,-0.000,-3.333,57.719,131.956,66.645,131.089,130.246,123.684,93.943,85.030,83.317,67.000,29.038,9.444,3.947,0.008,0.000,1086.089,5000.000,250.000,0.978,74.237,72.996,-99624.357,-99660.248,500000.000,OFF,1067.200,Oil,-99660.248,-99660.248,109.715
7/10/2020,11:06:10,330.2,Draw,ON,OFF,7.884,7.711,41255.273,8374.058,-11.371,8362.687,52.932,3.036,2.995,52.326,107.462,130.866,0.096,0.000,-0.000,-3.333,57.718,131.831,66.641,130.982,130.067,123.068,92.965,84.597,83.093,67.002,29.038,9.444,3.955,0.008,0.000,1086.089,5000.000,250.000,0.978,74.113,73.001,-99623.588,-99659.504,500000.000,OFF,1067.200,Oil,-99659.504,-99659.504,109.379
7/10/2020,11:06:15,335.2,Draw,ON,OFF,7.940,7.766,41211.877,8433.536,-11.371,8422.165,53.185,3.033,2.992,52.575,107.071,130.866,0.096,0.000,-0.000,-3.333,57.714,131.651,66.643,130.923,129.905,122.306,92.306,84.235,82.750,67.001,29.038,9.443,3.950,0.008,0.000,1086.089,5000.000,250.000,0.978,73.937,73.020,-99625.290,-99661.181,500000.000,OFF,1067.200,Oil,-99661.181,-99661.181,109.036
7/10/2020,11:06:20,340.2,Draw,ON,OFF,7.992,7.817,41190.227,8488.765,-11.371,8477.394,53.438,3.037,2.996,52.825,106.652,130.866,0.096,0.000,-0.000,-3.333,57.717,131.517,66.645,130.825,129.826,121.460,91.722,84.065,82.012,67.001,29.038,9.444,3.948,0.008,0.000,1086.089,5000.000,250.000,0.978,73.800,73.013,-99620.967,-99656.861,500000.000,OFF,1067.200,Oil,-99656.861,-99656.861,108.706
7/10/2020,11:06:25,345.2,Draw,ON,OFF,8.052,7.876,41233.424,8552.491,-11.371,8541.120,53.691,3.037,2.996,53.075,106.227,130.866,0.096,0.000,-0.000,-3.333,57.718,131.447,66.651,130.790,129.828,120.694,90.312,84.017,81.724,67.004,29.038,9.443,3.962,0.008,0.000,1086.089,5000.000,250.000,0.978,73.729,73.012,-99624.506,-99660.458,500000.000,OFF,1067.200,Oil,-99660.458,-99660.458,108.367
7/10/2020,11:06:30,350.2,Draw,ON,OFF,8.100,7.923,41103.573,8603.472,-11.371,8592.101,53.944,3.037,2.996,53.324,106.083,130.866,0.096,0.000,-0.000,-3.333,57.754,131.243,66.654,130.732,129.765,120.205,90.099,84.013,81.682,67.003,29.038,9.445,3.955,0.008,0.000,1086.089,5000.000,250.000,0.978,73.489,73.016,-99622.841,-99658.709,500000.000,OFF,1067.200,Oil,-99658.709,-99658.709,108.047
7/10/2020,11:06:35,355.2,Draw,ON,OFF,8.160,7.981,41211.992,8667.198,-11.371,8655.827,54.197,3.037,2.996,53.574,105.644,130.866,0.096,0.000,-0.000,-3.333,57.751,131.156,66.658,130.654,129.551,119.244,89.754,83.820,80.839,67.001,29.038,9.443,3.958,0.008,0.000,1086.089,5000.000,250.000,0.978,73.405,73.021,-99622.772,-99658.648,500000.000,OFF,1067.200,Oil,-99658.648,-99658.648,107.735
7/10/2020,11:06:40,360.2,Draw,ON,OFF,8.204,8.024,40931.720,8713.930,-11.371,8702.559,54.450,3.037,2.996,53.823,105.280,130.866,0.096,0.000,-0.000,-3.333,57.713,131.038,66.664,130.541,129.356,118.323,89.061,83.447,80.949,67.001,29.038,9.445,3.951,0.008,0.000,1086.089,5000.000,250.000,0.978,73.325,73.017,-99622.694,-99658.624,500000.000,OFF,1067.200,Oil,-99658.624,-99658.624,107.399
7/10/2020,11:06:45,365.2,Draw,ON,OFF,8.268,8.087,41212.038,8781.905,-11.371,8770.534,54.703,3.037,2.996,54.073,105.029,130.866,0.096,0.000,-0.000,-3.333,57.720,130.941,66.669,130.418,129.373,116.992,88.706,83.239,81.447,67.001,29.038,9.444,3.947,0.008,0.000,1086.089,5000.000,250.000,0.978,73.221,73.020,-99623.308,-99659.272,500000.000,OFF,1067.200,Oil,-99659.272,-99659.272,107.070
7/10/2020,11:06:50,370.2,Draw,ON,OFF,8.312,8.130,40910.591,8828.637,-11.371,8817.266,54.956,3.038,2.997,54.323,104.629,130.866,0.096,0.000,-0.000,-3.333,57.711,130.894,66.664,130.260,128.975,115.598,88.473,82.899,81.568,67.004,29.038,9.445,3.954,0.008,0.000,1086.089,5000.000,250.000,0.978,73.184,73.026,-99622.239,-99658.107,500000.000,OFF,1067.200,Oil,-99658.107,-99658.107,106.733
7/10/2020,11:06:55,375.2,Draw,ON,OFF,8.372,8.189,41125.712,8892.363,-11.371,8880.992,55.209,3.036,2.996,54.572,104.428,130.866,0.096,0.000,-0.000,-3.333,57.729,130.831,66.664,130.178,128.948,114.589,88.308,82.578,81.965,67.004,29.038,9.444,3.962,0.008,0.000,1086.089,5000.000,250.000,0.978,73.101,73.031,-99622.168,-99658.190,500000.000,OFF,1067.200,Oil,-99658.190,-99658.190,106.387
7/10/2020,11:07:00,380.2,Draw,ON,OFF,8.420,8.236,40889.056,8943.344,-11.371,8931.973,55.462,3.037,2.996,54.822,104.035,130.866,0.096,0.000,-0.000,-3.333,57.733,130.881,66.666,130.114,128.985,113.108,88.182,82.421,81.397,67.002,29.038,9.444,3.958,0.008,0.000,1086.089,5000.000,250.000,0.978,73.148,73.039,-99621.586,-99657.524,500000.000,OFF,1067.200,Oil,-99657.524,-99657.524,106.047
7/10/2020,11:07:05,385.2,Draw,ON,OFF,8.480,8.294,41125.538,9007.070,-11.371,8995.699,55.715,3.036,2.996,55.072,103.783,130.866,0.096,0.000,-0.000,-3.333,57.719,130.688,66.666,130.056,128.936,112.395,88.081,82.448,80.784,67.003,29.038,9.445,3.964,0.008,0.000,1086.089,5000.000,250.000,0.978,72.970,73.019,-99622.828,-99658.714,500000.000,OFF,1067.200,Oil,-99658.714,-99658.714,105.698
7/10/2020,11:07:10,390.2,Draw,ON,OFF,8.528,8.341,40867.968,9058.051,-11.371,9046.680,55.968,3.036,2.996,55.321,103.350,130.866,0.096,0.000,-0.000,-3.333,57.708,130.561,66.667,129.944,128.705,111.187,87.430,82.450,80.384,67.006,29.038,9.444,3.951,0.008,0.000,1086.089,5000.000,250.000,0.978,72.853,72.954,-99621.992,-99657.987,500000.000,OFF,1067.200,Oil,-99657.987,-99657.987,105.355
7/10/2020,11:07:15,395.2,Draw,ON,OFF,8.588,8.400,41125.785,9121.777,-11.371,9110.406,56.221,3.032,2.992,55.571,103.021,130.866,0.096,0.000,-0.000,-3.333,57.733,130.495,66.673,129.835,128.412,110.149,87.036,82.218,80.474,67.004,29.038,9.446,3.963,0.008,0.000,1086.089,5000.000,250.000,0.978,72.763,72.880,-99621.112,-99656.982,500000.000,OFF,1067.200,Oil,-99656.982,-99656.982,105.020
7/10/2020,11:07:20,400.2,Draw,ON,OFF,8.636,8.447,40846.672,9172.757,-11.371,9161.386,56.474,3.035,2.995,55.820,102.782,130.866,0.096,0.000,-0.000,-3.333,57.728,130.362,66.677,129.698,128.018,109.089,86.896,82.048,80.943,67.004,29.038,9.445,3.945,0.008,0.000,1086.089,5000.000,250.000,0.978,72.633,72.852,-99620.915,-99656.821,500000.000,OFF,1067.200,Oil,-99656.821,-99656.821,104.688
7/10/2020,11:07:25,405.2,Draw,ON,OFF,8.696,8.505,41147.203,9236.483,-11.371,9225.112,56.727,3.033,2.993,56.070,102.382,130.866,0.096,0.000,-0.000,-3.333,57.715,130.301,66.682,129.631,127.923,107.801,86.694,81.879,80.363,67.003,29.038,9.446,3.954,0.008,0.000,1086.089,5000.000,250.000,0.978,72.585,72.853,-99622.871,-99658.841,500000.000,OFF,1067.200,Oil,-99658.841,-99658.841,104.372
7/10/2020,11:07:30,410.2,Draw,ON,OFF,8.740,8.549,40740.638,9283.216,-11.371,9271.845,56.980,3.036,2.996,56.320,102.078,130.866,0.096,0.000,-0.000,-3.333,57.717,130.127,66.682,129.503,128.089,106.652,86.373,82.160,79.689,67.003,29.038,9.446,3.944,0.008,0.000,1086.089,5000.000,250.000,0.978,72.410,72.882,-99620.974,-99656.859,500000.000,OFF,1067.200,Oil,-99656.859,-99656.859,104.043
7/10/2020,11:07:35,415.2,Draw,ON,OFF,8.800,8.607,41082.451,9346.942,-11.371,9335.571,57.233,3.036,2.996,56.569,101.739,130.866,0.096,0.000,-0.000,-3.333,57.739,130.017,66.686,129.380,128.006,105.956,85.657,82.064,79.369,67.003,29.038,9.446,3.952,0.008,0.000,1086.089,5000.000,250.000,0.978,72.277,72.922,-99622.569,-99658.476,500000.000,OFF,1067.200,Oil,-99658.476,-99658.476,103.708
7/10/2020,11:07:40,420.2,Draw,ON,OFF,8.844,8.650,40698.087,9393.675,-11.371,9382.304,57.486,3.036,2.996,56.819,101.436,130.866,0.096,0.000,-0.000,-3.333,57.726,129.856,66.690,129.208,127.834,104.890,85.426,81.417,79.843,67.005,29.038,9.446,3.953,0.008,0.000,1086.089,5000.000,250.000,0.978,72.130,72.947,-99621.069,-99656.980,500000.000,OFF,1067.200,Oil,-99656.980,-99656.980,103.391
7/10/2020,11:07:45,425.2,Draw,ON,OFF,8.904,8.709,40974.972,9457.401,-11.371,9446.030,57.739,3.036,2.996,57.069,100.922,130.866,0.096,0.000,-0.000,-3.333,57.721,129.663,66.690,129.026,127.624,103.264,85.236,81.288,79.091,67.003,29.038,9.446,3.953,0.008,0.000,1086.089,5000.000,250.000,0.978,71.942,72.965,-99620.208,-99656.126,500000.000,OFF,1067.200,Oil,-99656.126,-99656.126,103.053
7/10/2020,11:07:50,430.2,Draw,ON,OFF,8.952,8.756,40740.465,9508.382,-11.371,9497.011,57.992,3.035,2.995,57.319,100.692,130.866,0.096,0.000,-0.000,-3.333,57.722,129.518,66.693,128.853,127.051,102.444,84.966,81.273,79.568,67.004,29.038,9.447,3.954,0.008,0.000,1086.089,5000.000,250.000,0.978,71.796,72.980,-99620.919,-99656.870,500000.000,OFF,1067.200,Oil,-99656.870,-99656.870,102.718
7/10/2020,11:07:55,435.2,Draw,ON,OFF,9.008,8.811,40868.271,9567.860,-11.371,9556.489,58.245,3.035,2.996,57.568,100.320,130.866,0.096,0.000,-0.000,-3.333,57.735,129.428,66.690,128.713,126.773,101.677,84.773,81.476,78.510,67.005,29.038,9.446,3.956,0.008,0.000,1086.089,5000.000,250.000,0.978,71.693,73.008,-99621.962,-99657.856,500000.000,OFF,1067.200,Oil,-99657.856,-99657.856,102.386
7/10/2020,11:08:00,440.2,Draw,ON,OFF,9.060,8.861,40761.470,9623.089,-11.371,9611.718,58.499,3.040,3.001,57.819,100.105,130.866,0.096,0.000,-0.000,-3.333,57.740,129.367,66.691,128.606,126.130,100.855,84.417,81.497,79.126,67.004,29.038,9.446,3.943,0.008,0.000,1086.089,5000.000,250.000,0.978,71.628,73.023,-99621.194,-99657.095,500000.000,OFF,1067.200,Oil,-99657.095,-99657.095,102.048
7/10/2020,11:08:05,445.2,Draw,ON,OFF,9.112,8.912,40846.527,9678.318,-11.371,9666.947,58.752,3.039,3.000,58.069,99.678,130.866,0.096,0.000,-0.000,-3.333,57.737,129.223,66.692,128.551,125.921,100.080,83.998,80.802,78.716,67.006,29.038,9.446,3.948,0.008,0.000,1086.089,5000.000,250.000,0.978,71.486,73.047,-99624.167,-99660.141,500000.000,OFF,1067.200,Oil,-99660.141,-99660.141,101.718
7/10/2020,11:08:10,450.2,Draw,ON,OFF,9.164,8.963,40740.475,9733.547,-11.371,9722.177,59.006,3.043,3.004,58.319,99.337,130.866,0.096,0.000,-0.000,-3.333,57.735,129.043,66.688,128.458,125.699,99.402,83.665,80.556,78.241,67.005,29.038,9.446,3.952,0.008,0.000,1086.089,5000.000,250.000,0.978,71.308,73.060,-99621.422,-99657.350,500000.000,OFF,1067.200,Oil,-99657.350,-99657.350,101.375
7/10/2020,11:08:15,455.2,Draw,ON,OFF,9.216,9.014,40761.687,9788.777,-11.371,9777.406,59.259,3.039,3.000,58.569,99.091,130.866,0.096,0.000,-0.000,-3.333,57.738,128.921,66.693,128.332,125.498,98.768,83.423,80.590,77.939,67.006,29.038,9.447,3.954,0.008,0.000,1086.089,5000.000,250.000,0.978,71.183,73.074,-99623.046,-99658.980,500000.000,OFF,1067.200,Oil,-99658.980,-99658.980,101.038
7/10/2020,11:08:20,460.2,Draw,ON,OFF,9.272,9.069,40782.918,9848.254,-11.371,9836.883,59.512,3.043,3.004,58.819,99.077,130.866,0.096,0.000,-0.000,-3.333,57.734,128.837,66.695,128.144,125.155,97.979,83.284,80.754,79.148,67.005,29.038,9.446,3.949,0.008,0.000,1086.089,5000.000,250.000,0.978,71.103,73.087,-99622.841,-99658.741,500000.000,OFF,1067.200,Oil,-99658.741,-99658.741,100.724
7/10/2020,11:08:25,465.2,Draw,ON,OFF,9.316,9.112,40529.594,9894.987,-11.371,9883.616,59.766,3.043,3.004,59.069,98.930,130.866,0.096,0.000,-0.000,-3.333,57.735,128.751,66.694,127.996,124.825,97.290,83.100,80.765,79.605,67.007,29.038,9.447,3.941,0.008,0.000,1086.089,5000.000,250.000,0.978,71.017,73.089,-99617.536,-99653.446,500000.000,OFF,1067.200,Oil,-99653.446,-99653.446,100.426
7/10/2020,11:08:30,470.2,Draw,ON,OFF,9.376,9.170,40761.687,9958.713,-11.371,9947.342,60.019,3.043,3.004,59.319,98.572,130.866,0.096,0.000,-0.000,-3.333,57.736,128.595,66.699,127.868,124.168,96.646,82.930,80.298,79.521,67.006,29.038,9.446,3.953,0.008,0.000,1086.089,5000.000,250.000,0.978,70.859,73.092,-99622.229,-99658.065,500000.000,OFF,1067.200,Oil,-99658.065,-99658.065,100.137
7/10/2020,11:08:35,475.2,Draw,ON,OFF,9.420,9.213,40487.884,10005.445,-11.371,9994.074,60.273,3.043,3.004,59.570,98.196,130.866,0.096,0.000,-0.000,-3.333,57.741,128.380,66.701,127.658,123.428,96.121,82.778,80.193,79.000,67.007,29.038,9.447,3.953,0.008,0.000,1086.089,5000.000,250.000,0.978,70.639,73.108,-99621.819,-99657.686,500000.000,OFF,1067.200,Oil,-99657.686,-99657.686,99.842
7/10/2020,11:08:40,480.2,Draw,ON,OFF,9.480,9.272,40740.682,10069.171,-11.371,10057.800,60.526,3.042,3.004,59.820,97.873,130.866,0.096,0.000,-0.000,-3.333,57.734,128.228,66.707,127.494,122.754,95.562,82.420,80.242,78.767,67.008,29.038,9.446,3.952,0.008,0.000,1086.089,5000.000,250.000,0.978,70.493,73.107,-99621.236,-99657.178,500000.000,OFF,1067.200,Oil,-99657.178,-99657.178,99.547
7/10/2020,11:08:45,485.2,Draw,ON,OFF,9.528,9.319,40529.581,10120.151,-11.371,10108.780,60.780,3.042,3.004,60.070,97.565,130.866,0.096,0.000,-0.000,-3.333,57.741,128.121,66.705,127.374,122.465,95.006,82.258,80.301,77.986,67.005,29.038,9.445,3.953,0.008,0.000,1086.089,5000.000,250.000,0.978,70.380,73.086,-99619.459,-99655.328,500000.000,OFF,1067.200,Oil,-99655.328,-99655.328,99.256
7/10/2020,11:08:50,490.2,Draw,ON,OFF,9.588,9.378,40782.901,10183.877,-11.371,10172.506,61.033,3.038,3.000,60.320,97.160,130.866,0.096,0.000,-0.000,-3.333,57.732,127.905,66.708,127.245,121.163,94.458,82.069,80.234,77.790,67.006,29.038,9.445,3.952,0.008,0.000,1086.089,5000.000,250.000,0.978,70.173,73.035,-99621.209,-99657.160,500000.000,OFF,1067.200,Oil,-99657.160,-99657.160,98.973
7/10/2020,11:08:55,495.2,Draw,ON,OFF,9.632,9.421,40487.655,10230.609,-11.371,10219.238,61.287,3.042,3.004,60.571,96.835,130.866,0.096,0.000,-0.000,-3.333,57.725,127.763,66.714,127.116,119.898,94.057,82.099,80.132,77.710,67.008,29.038,9.445,3.956,0.008,0.000,1086.089,5000.000,250.000,0.978,70.038,73.002,-99620.098,-99655.971,500000.000,OFF,1067.200,Oil,-99655.971,-99655.971,98.674
