Equipment Description,Manufacturer,Model Number,Calibration ID,Accuracy,Last Calibrated,Calibration Due,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
System Date,System Time,Elapsed Time (sec),Software Elapsed Time (sec),Voltage (V),RMS Current (Amps),Power (Watts),Watt Hours (Wh),Voltage Total Harmonic Distortion,Frequency (Hz),Apparent Power (VA),Power Factor,Current Crest Factor,Voltage Crest Factor,Integration Time (sec),Intellifaucet Valve (%),Intellifaucet Temperature (F),Proportioning Valve (%),Draw Count,Program Status,TC Tree Average,TC Down,RTD IN,RTD Out,RTD Ambient,Totalized Flow (Gallons),Flow Rate (GPM),Pressure - Port 1,Pressure - Port 2,Pressure - Port 3,Pressure - Port 4,Mass Flow Rate(lb/min),Density(gm/cm³),Flow Meter Inlet Temperature(°F),Draw Weight(lbs),Total Weight Inventory(lbs),Total Gallons Inventory(US Gallon),Drive Gain (%),Raw Tube Frequency (Hz),Hot Flow Rate-Calculated(US GPM),Hot Gallons-Calculated(US Gallon),Hot Flow Rate-Laurel(US GPM),Hot Gallons-Laurel(US Gallon),T1,T2,T3,T4,T5,T6,User Setpoint (0x4024),Tank Setpoint (°F) - (0x4026),T1 Temp Lower Tank (°F) - (0x405F),T2 Temp Upper Tank (°F) - (0x4060),MeasuredCurrent (0x4065),Line Voltage (0x4066),User UI Mode (0X4020),Upper Element (0x4068),Lower Element (0x4068),Compressor (0x4068),Fan (0x4068),Depletion - (0x40CB),Personality - (0x0035),T6 Temp (°F) - (0x406E),T7 Temp (°F) - (0x40B9),MixValveAbsoluteStepPosition - (0x400B),Flow State - (0X4069),T3A TEMP EVAP IN (°F) - (0x4061),T3B TEMP EVAP OUT (°F) -(0x4062),T4 TEMP COMP DISCHARGE (°F) - (0x4063),T5 TEMP AMBIENT (°F)- (0x4064),EEV Position - (0X4067),Condensate Sensor - (0x40BC),Fan (RPM) - (0xF073),PWM (%) - (0xF056),Compressor Speed (RPM) - (0xF093),Compressor Target (RPM) - (0xF081),Compressor Power (W) - (0xF092),Inverter IGBT Temp (°C) - (0xF280),Inverter Chip Temp (°C) - (0xF284),Viasala-Temperature Probe 1 (°F),Viasala-Humidity Probe 1 (%),Viasala-Temperature Probe 2 (°F),Viasala-Humidity Probe 2 (%)
11/21/2024,13:04:29.635,65553.49,65554.22,119.900000,2.052000,244.200000,4.905500,0.000000,60.003000,246.000000,0.992400,1.755361,1.438198,72.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,124.555553,66.979438,64.421431,96.476667,67.330002,33.939000,0.000000,-118.400002,-34.400002,-53.599998,0.001000,0.000000,0.998640,63.458160,282.938368,282.938368,33.939485,5.648068,151.357697,0.000000,34.118000,0.000000,0.000000,138.699997,137.966665,137.933329,136.000000,109.199997,87.533333,125,140,120.000000,137.100000,2.300000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,120.100000,113.800000,2000.000000,0.000000,50.800000,59.500000,122.100000,67.400000,168,95,1058,80,2198,2200,230,33.000000,119.000000,67.367,52.782,67.715,51.674
11/21/2024,13:04:32.636,65556.49,65557.22,119.920000,2.052500,244.300000,5.109000,0.000000,60.002000,246.100000,0.992300,1.765700,1.441628,75.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,124.577777,66.983432,64.437756,96.470001,67.328777,33.939000,0.000000,-116.500000,-35.299999,-53.299999,0.000000,0.000000,0.998620,63.480659,282.938368,282.938368,33.939485,5.648358,151.357666,0.000000,34.118000,0.000000,0.000000,138.733332,138.000000,137.966665,136.000000,109.199997,87.566666,125,140,120.000000,137.100000,2.300000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,120.000000,113.800000,2000.000000,0.000000,50.800000,59.400000,122.100000,67.400000,168,95,1058,80,2198,2200,231,33.000000,119.000000,67.367,52.781,67.714,51.675
11/21/2024,13:04:35.637,65559.49,65560.22,119.910000,2.055300,244.600000,5.312600,0.000000,60.003000,246.500000,0.992300,1.772247,1.439663,78.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,124.566664,66.986982,64.457348,96.439997,67.327552,33.939000,0.000000,-114.500000,-36.400002,-52.799999,0.000000,0.000000,0.998630,63.470322,282.938368,282.938368,33.939485,5.648888,151.357620,0.000000,34.118000,0.000000,0.000000,138.699997,138.000000,137.899994,136.000000,109.199997,87.599998,125,140,120.000000,137.100000,2.300000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,120.000000,113.800000,2000.000000,0.000000,50.800000,59.400000,122.100000,67.400000,168,95,1058,80,2199,2200,232,33.000000,119.000000,67.367,52.780,67.714,51.675
11/21/2024,13:04:38.638,65562.49,65563.22,119.920000,2.051200,244.100000,5.516200,0.000000,60.000000,246.000000,0.992500,1.758824,1.439043,81.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,124.572220,66.990681,64.470409,96.429998,67.327961,33.939000,0.000000,-112.300003,-37.900002,-52.000000,0.000000,0.000000,0.998631,63.471924,282.938368,282.938368,33.939485,5.648599,151.357620,0.000000,34.118000,0.000000,0.000000,138.733332,137.966665,137.966665,135.966665,109.199997,87.599998,125,140,120.000000,137.100000,2.300000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,120.000000,113.800000,2000.000000,0.000000,50.800000,59.400000,122.100000,67.400000,168,95,1056,80,2199,2200,231,33.000000,119.000000,67.367,52.779,67.713,51.675
11/21/2024,13:04:41.639,65565.49,65566.22,119.910000,2.048000,243.800000,5.719700,0.000000,60.000000,245.600000,0.992600,1.771582,1.440080,84.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,124.583332,66.994379,64.477755,96.419998,67.329185,33.939000,0.000000,-109.900002,-39.500000,-50.700001,0.000000,0.000000,0.998653,63.449902,282.938368,282.938368,33.939485,5.648450,151.357681,0.000000,34.118000,0.000000,0.000000,138.699997,137.966665,137.933329,136.000000,109.266668,87.633331,125,140,120.000000,137.100000,2.300000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,120.000000,113.800000,2000.000000,0.000000,50.800000,59.400000,122.100000,67.400000,168,95,1056,80,2197,2200,230,33.000000,119.000000,67.367,52.778,67.712,51.676
11/21/2024,13:04:44.639,65568.49,65569.22,119.930000,2.045100,243.500000,5.923300,0.000000,59.999000,245.300000,0.992700,1.732678,1.439923,87.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,124.605554,66.998373,64.483060,96.400002,67.328777,33.939000,0.000000,-107.099998,-41.299999,-49.000000,0.000000,0.000000,0.998639,63.464241,282.938368,282.938368,33.939485,5.648310,151.357559,0.000000,34.118000,0.000000,0.000000,138.699997,138.000000,137.933329,136.000000,109.300003,87.699997,125,140,120.000000,137.100000,2.300000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,120.000000,113.800000,2000.000000,0.000000,50.800000,59.400000,122.100000,67.400000,168,95,1056,80,2201,2200,231,33.000000,119.000000,67.367,52.777,67.712,51.676
11/21/2024,13:04:47.639,65571.49,65572.22,119.910000,2.046100,243.600000,6.126900,0.000000,59.999000,245.300000,0.992800,1.746640,1.439663,90.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,124.605554,67.002071,64.488366,96.379997,67.325103,33.939000,0.000000,-102.800003,-43.599998,-47.299999,0.000000,0.000000,0.998604,63.504738,282.938368,282.938368,33.939485,5.648448,151.357590,0.000000,34.118000,0.000000,0.000000,138.733332,138.000000,137.933329,135.933329,109.300003,87.733332,125,140,120.000000,137.100000,2.300000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,120.000000,113.800000,2000.000000,0.000000,50.900000,59.400000,122.100000,67.500000,168,95,1056,80,2199,2200,229,33.000000,119.000000,67.367,52.776,67.711,51.676
11/21/2024,13:04:50.640,65574.49,65575.22,119.910000,2.047700,243.700000,6.330700,0.000000,59.999000,245.500000,0.992700,1.763833,1.440163,93.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,124.616666,67.005917,64.495305,96.373332,67.321837,33.939000,0.000000,-98.400002,-45.799999,-45.200001,0.000000,0.000000,0.998625,63.483006,282.938368,282.938368,33.939485,5.649063,151.357605,0.000000,34.118000,0.000000,0.000000,138.699997,138.000000,137.899994,136.000000,109.300003,87.800003,125,140,120.000000,137.100000,2.300000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,120.000000,113.800000,2000.000000,0.000000,50.900000,59.400000,122.100000,67.500000,168,95,1056,80,2202,2200,229,33.000000,119.000000,67.367,52.775,67.710,51.677
11/21/2024,13:04:53.641,65577.49,65578.22,119.910000,2.047900,243.800000,6.534400,0.000000,59.999000,245.600000,0.992700,1.745593,1.439163,96.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,124.599997,67.009615,64.505103,96.360001,67.322653,33.939000,0.000000,-93.400002,-48.200001,-42.700001,0.000000,0.000000,0.998623,63.487423,282.938368,282.938368,33.939485,5.648066,151.357590,0.000000,34.118000,0.000000,0.000000,138.699997,137.899994,137.899994,135.899994,109.400002,87.800003,125,140,120.000000,137.100000,2.300000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,120.000000,113.800000,2000.000000,0.000000,50.900000,59.300000,122.100000,67.500000,168,95,1057,80,2200,2200,229,33.000000,119.000000,67.367,52.774,67.710,51.677
11/21/2024,13:04:56.641,65580.49,65581.22,119.920000,2.048600,243.900000,6.738100,0.000000,60.003000,245.700000,0.992600,1.758762,1.441628,99.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,124.627776,67.013165,64.514899,96.340001,67.321429,33.939000,0.000000,-88.400002,-50.599998,-39.400002,0.000000,0.000000,0.998658,63.451927,282.938368,282.938368,33.939485,5.648685,151.357468,0.000000,34.117000,0.000000,0.000000,138.699997,137.966665,137.899994,135.966665,109.400002,87.833336,125,140,120.000000,137.100000,2.300000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,120.000000,113.800000,2000.000000,0.000000,50.900000,59.300000,122.100000,67.500000,168,95,1057,80,2198,2200,229,33.000000,119.000000,67.367,52.773,67.709,51.677
11/21/2024,13:04:59.642,65583.49,65584.23,119.910000,2.050000,244.000000,6.941900,0.000000,60.000000,245.800000,0.992800,1.738049,1.437995,102.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,124.638887,67.017160,64.525714,96.320002,67.318571,33.939000,0.000000,-88.300003,-51.700001,-35.599998,0.001000,0.000000,0.998629,63.483082,282.938368,282.938368,33.939485,5.648566,151.357452,0.000000,34.117000,0.000000,0.000000,138.699997,137.966665,137.899994,135.966665,109.400002,87.900002,125,140,120.000000,137.100000,2.300000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,120.000000,113.800000,2000.000000,0.000000,50.900000,59.300000,122.100000,67.500000,168,95,1057,80,2198,2200,228,33.000000,119.000000,67.367,52.772,67.708,51.678
11/21/2024,13:05:02.642,65586.49,65587.23,119.900000,2.049900,244.000000,7.145700,0.000000,60.000000,245.800000,0.992700,1.748671,1.438699,105.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,124.649998,67.021597,64.536121,96.300003,67.314897,33.939000,0.000000,-92.099998,-51.700001,-35.400002,0.000000,0.000000,0.998632,63.483631,282.938368,282.938368,33.939485,5.647984,151.357437,0.000000,34.117000,0.000000,0.000000,138.699997,137.933329,137.933329,135.966665,109.466667,87.900002,125,140,120.100000,137.100000,2.300000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,120.000000,113.800000,2000.000000,0.000000,50.900000,59.300000,122.100000,67.500000,168,95,1057,80,2199,2200,228,33.000000,119.000000,67.367,52.770,67.708,51.678
11/21/2024,13:05:05.642,65589.49,65590.23,119.930000,2.049500,244.000000,7.349600,0.000000,59.999000,245.800000,0.992600,1.747499,1.439923,108.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,124.666665,67.026479,64.546325,96.286667,67.313264,33.939000,0.000000,-97.099998,-49.700001,-36.299999,0.000000,0.000000,0.998654,63.460758,282.938368,282.938368,33.939485,5.648571,151.357468,0.000000,34.117000,0.000000,0.000000,138.699997,137.933329,137.933329,136.000000,109.500000,87.933334,125,140,120.100000,137.100000,2.300000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,120.100000,113.800000,2000.000000,0.000000,50.900000,59.300000,122.100000,67.500000,168,95,1057,80,2197,2200,228,33.000000,119.000000,67.367,52.769,67.707,51.678
11/21/2024,13:05:08.645,65592.49,65593.23,119.910000,2.049200,243.900000,7.553500,0.000000,60.003000,245.700000,0.992800,1.731212,1.438079,111.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,124.694444,67.031804,64.559182,96.273333,67.312855,33.939000,0.000000,-101.000000,-46.700001,-38.000000,0.000000,0.000000,0.998641,63.476200,282.938368,282.938368,33.939485,5.648657,151.357437,0.000000,34.117000,0.000000,0.000000,138.699997,138.000000,137.966665,136.000000,109.500000,88.000000,125,140,120.100000,137.100000,2.300000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,120.100000,113.800000,2000.000000,0.000000,50.900000,59.300000,122.100000,67.500000,168,95,1057,80,2198,2200,228,33.000000,119.000000,67.367,52.768,67.706,51.678
11/21/2024,13:05:11.644,65595.49,65596.23,119.910000,2.050300,244.000000,7.757400,0.000000,60.000000,245.900000,0.992600,1.763596,1.440664,114.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,124.694443,67.036982,64.570816,96.253334,67.312447,33.939000,0.000000,-105.699997,-43.900002,-40.299999,0.000000,0.000000,0.998642,63.478085,282.938368,282.938368,33.939485,5.648434,151.357407,0.000000,34.117000,0.000000,0.000000,138.699997,138.000000,137.933329,136.000000,109.500000,88.033333,125,140,120.100000,137.100000,2.300000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,120.100000,113.800000,2000.000000,0.000000,50.900000,59.300000,122.100000,67.500000,168,95,1057,80,2198,2200,229,33.000000,119.000000,67.367,52.767,67.706,51.679
11/21/2024,13:05:14.645,65598.49,65599.23,119.910000,2.051800,244.200000,7.961400,0.000000,60.003000,246.000000,0.992700,1.746564,1.438579,117.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,124.672220,67.042455,64.578777,96.239998,67.311222,33.939000,0.000000,-110.400002,-41.200001,-42.599998,0.000000,0.000000,0.998652,63.467533,282.938368,282.938368,33.939485,5.648966,151.357346,0.000000,34.117000,0.000000,0.000000,138.699997,137.933329,137.899994,135.966665,109.500000,88.033333,125,140,120.100000,137.100000,2.300000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,120.000000,113.800000,2000.000000,0.000000,50.900000,59.300000,122.100000,67.500000,168,95,1057,80,2199,2200,229,33.000000,119.000000,67.367,52.766,67.705,51.679
11/21/2024,13:05:17.646,65601.49,65602.23,119.920000,2.137000,252.700000,8.166600,0.000000,59.999000,256.300000,0.986200,1.960880,1.445213,120.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,124.699998,67.047189,64.586123,96.210002,67.309998,33.939000,0.000000,-115.400002,-38.799999,-44.599998,0.000000,0.000000,0.998645,63.475273,282.938368,282.938368,33.939485,5.648966,151.357315,0.000000,34.117000,0.000000,0.000000,138.699997,137.933329,137.933329,136.000000,109.533333,88.099998,125,140,120.100000,137.100000,2.300000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,120.000000,113.800000,2000.000000,0.000000,50.900000,59.300000,122.100000,67.500000,167,95,1057,80,2199,2200,230,33.000000,119.000000,67.367,52.764,67.704,51.679
11/21/2024,13:05:20.647,65604.49,65605.23,119.910000,2.054300,244.500000,8.370700,0.000000,60.003000,246.300000,0.992500,1.764640,1.440080,123.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,124.716664,67.052958,64.593877,96.183334,67.309998,33.939000,0.000000,-120.400002,-36.599998,-46.599998,0.000000,0.000000,0.998617,63.506363,282.938368,282.938368,33.939485,5.648491,151.357239,0.000000,34.116000,0.000000,0.000000,138.733332,137.966665,137.933329,135.933329,109.599998,88.133331,125,140,120.100000,137.100000,2.300000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,120.100000,113.800000,2000.000000,0.000000,50.900000,59.300000,122.100000,67.500000,167,95,1057,80,2199,2200,231,33.000000,119.000000,67.367,52.763,67.704,51.679
11/21/2024,13:05:23.648,65607.49,65608.23,119.910000,2.057800,244.900000,8.574900,0.000000,59.999000,246.700000,0.992600,1.736952,1.437995,126.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,124.738887,67.059171,64.599999,96.163333,67.309998,33.939000,0.000000,-124.400002,-34.900002,-48.900002,0.000000,0.000000,0.998650,63.475994,282.938368,282.938368,33.939485,5.648945,151.357208,0.000000,34.116000,0.000000,0.000000,138.699997,138.000000,137.933329,136.000000,109.599998,88.199997,125,140,120.100000,137.100000,2.300000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,120.300000,113.800000,2000.000000,0.000000,50.900000,59.300000,122.100000,67.500000,167,95,1057,80,2201,2200,231,33.000000,119.000000,67.367,52.762,67.703,51.680
11/21/2024,13:05:26.650,65610.49,65611.23,119.920000,2.056900,244.800000,8.779000,0.000000,60.000000,246.700000,0.992500,1.755943,1.440043,129.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,124.744443,67.065532,64.606122,96.150002,67.308773,33.939000,0.000000,-125.699997,-34.099998,-51.200001,0.001000,0.000000,0.998670,63.458454,282.938368,282.938368,33.939485,5.649012,151.357193,0.000000,34.116000,0.000000,0.000000,138.699997,138.000000,137.933329,136.000000,109.599998,88.233332,125,140,120.100000,137.100000,2.300000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,120.200000,113.800000,2000.000000,0.000000,50.900000,59.300000,122.200000,67.600000,167,95,1057,80,2200,2200,231,33.000000,119.000000,67.367,52.761,67.702,51.680
11/21/2024,13:05:29.650,65613.49,65614.23,119.910000,2.059000,245.000000,8.983200,0.000000,60.000000,246.900000,0.992500,1.755367,1.439663,132.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,124.761110,67.072336,64.616328,96.130002,67.306936,33.939000,0.000000,-124.800003,-33.599998,-53.000000,0.000000,0.000000,0.998690,63.436340,282.938368,282.938368,33.939485,5.648479,151.357224,0.000000,34.116000,0.000000,0.000000,138.699997,138.000000,137.933329,136.000000,109.633331,88.300003,125,140,120.100000,137.100000,2.300000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,120.200000,113.800000,2000.000000,0.000000,50.900000,59.300000,122.200000,67.600000,167,95,1057,80,2202,2200,232,33.000000,119.000000,67.367,52.759,67.702,51.680
11/21/2024,13:05:32.652,65616.49,65617.24,119.910000,2.057700,244.900000,9.187500,0.000000,60.003000,246.700000,0.992500,1.743014,1.440080,135.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,124.783333,67.078993,64.627348,96.089996,67.306324,33.939000,0.000000,-123.800003,-33.599998,-53.700001,0.000000,0.000000,0.998674,63.453175,282.938368,282.938368,33.939485,5.648708,151.357117,0.000000,34.116000,0.000000,0.000000,138.699997,138.000000,138.000000,136.000000,109.699997,88.300003,125,140,120.100000,137.100000,2.300000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,120.100000,113.800000,2000.000000,0.000000,50.900000,59.300000,122.200000,67.600000,167,95,1057,80,2199,2200,232,33.000000,119.000000,67.367,52.758,67.701,51.680
11/21/2024,13:05:35.651,65619.49,65620.23,119.910000,2.062000,245.400000,9.391500,0.000000,60.003000,247.300000,0.992400,1.756305,1.441748,138.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,124.772221,67.085945,64.638980,96.076665,67.308161,33.939000,0.000000,-122.599998,-33.500000,-53.900002,0.000000,0.000000,0.998667,63.463402,282.938368,282.938368,33.939485,5.648799,151.357040,0.000000,34.116000,0.000000,0.000000,138.699997,138.000000,137.899994,136.000000,109.699997,88.333336,125,140,120.100000,137.100000,2.300000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,120.000000,113.800000,2000.000000,0.000000,50.900000,59.300000,122.200000,67.600000,167,95,1057,80,2198,2200,231,33.000000,119.000000,67.367,52.757,67.700,51.681
11/21/2024,13:05:38.652,65622.49,65623.24,119.920000,2.062800,245.500000,9.595800,0.000000,60.000000,247.400000,0.992500,1.758871,1.439043,141.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,124.755553,67.093342,64.649999,96.050003,67.308161,33.939000,0.000000,-121.000000,-33.700001,-53.799999,0.000000,0.000000,0.998628,63.507294,282.938368,282.938368,33.939485,5.649076,151.357101,0.000000,34.115000,0.000000,0.000000,138.699997,137.966665,137.899994,135.966665,109.699997,88.300003,125,140,120.100000,137.100000,2.300000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,120.000000,113.800000,2000.000000,0.000000,50.900000,59.300000,122.200000,67.600000,167,95,1057,80,2199,2200,231,33.000000,119.000000,67.367,52.755,67.700,51.681
11/21/2024,13:05:41.654,65625.49,65626.24,119.900000,2.062800,245.400000,9.800200,0.000000,59.999000,247.300000,0.992300,1.747673,1.441284,144.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,124.755553,67.099998,64.659590,96.036667,67.304488,33.939000,0.000000,-119.500000,-34.099998,-53.700001,0.000000,0.000000,0.998647,63.487064,282.938368,282.938368,33.939485,5.649452,151.357117,0.000000,34.115000,0.000000,0.000000,138.699997,137.899994,137.899994,135.966665,109.733332,88.333336,125,140,120.100000,137.100000,2.300000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,120.000000,113.800000,2000.000000,0.000000,50.900000,59.300000,122.200000,67.600000,167,95,1057,80,2200,2200,231,33.000000,119.000000,67.367,52.754,67.699,51.681
11/21/2024,13:05:44.653,65628.49,65629.24,119.910000,2.063500,245.600000,10.005000,0.000000,60.000000,247.400000,0.992400,1.754059,1.437995,147.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,124.827777,67.107099,64.668774,96.029999,67.302039,33.939000,0.000000,-117.500000,-34.799999,-53.400002,0.000000,0.000000,0.998660,63.475906,282.938368,282.938368,33.939485,5.648706,151.357040,0.000000,34.115000,0.000000,0.000000,138.733332,138.000000,137.933329,136.000000,109.800003,88.500000,125,140,120.100000,137.100000,2.300000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,120.000000,113.800000,2000.000000,0.000000,50.900000,59.300000,122.200000,67.600000,167,95,1057,80,2201,2200,230,33.000000,119.000000,67.367,52.754,67.699,51.681
11/21/2024,13:05:47.654,65631.49,65632.24,119.910000,2.063400,245.600000,10.209000,0.000000,60.000000,247.400000,0.992500,1.761607,1.438579,150.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,124.805554,67.113756,64.678977,96.016668,67.300814,33.939000,0.000000,-115.900002,-35.500000,-53.099998,0.000000,0.000000,0.998658,63.480305,282.938368,282.938368,33.939485,5.648603,151.357025,0.000000,34.115000,0.000000,0.000000,138.699997,137.966665,137.899994,136.000000,109.800003,88.466667,125,140,120.100000,137.100000,2.300000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.900000,113.800000,2000.000000,0.000000,50.900000,59.300000,122.200000,67.600000,167,95,1057,80,2201,2200,229,33.000000,119.000000,67.367,52.753,67.698,51.681
11/21/2024,13:05:50.654,65634.49,65635.24,119.930000,2.065000,245.700000,10.413000,0.000000,60.002000,247.600000,0.992300,1.755254,1.442008,153.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,124.811109,67.120412,64.693671,95.990003,67.299590,33.939000,0.000000,-114.699997,-36.299999,-52.900002,0.000000,0.000000,0.998667,63.474243,282.938368,282.938368,33.939485,5.648719,151.357010,0.000000,34.115000,0.000000,0.000000,138.699997,137.933329,137.899994,136.000000,109.800003,88.533333,125,140,120.100000,137.100000,2.300000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,120.000000,113.800000,2000.000000,0.000000,50.900000,59.300000,122.300000,67.600000,167,95,1057,80,2199,2200,229,33.000000,119.000000,67.367,52.752,67.698,51.681
